timestamp_utc,relative_path,size_bytes,time_count,lat_count,lon_count
2026-07-09T21:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.2100.020.nc,1993677,1,224,464
2026-07-09T22:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.2200.020.nc,2012108,1,224,464
2026-07-09T23:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.2300.020.nc,2016571,1,224,464
2026-07-10T00:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0000.020.nc,2015770,1,224,464
2026-07-10T01:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0100.020.nc,1991970,1,224,464
2026-07-10T02:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0200.020.nc,1916351,1,224,464
2026-07-10T03:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0300.020.nc,1840052,1,224,464
2026-07-10T04:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0400.020.nc,1794699,1,224,464
2026-07-10T05:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0500.020.nc,1781657,1,224,464
2026-07-10T06:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0600.020.nc,1768535,1,224,464
2026-07-10T07:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0700.020.nc,1757645,1,224,464
2026-07-10T08:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0800.020.nc,1757448,1,224,464
2026-07-10T09:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.0900.020.nc,1754201,1,224,464
2026-07-10T10:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1000.020.nc,1785001,1,224,464
2026-07-10T11:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1100.020.nc,1841691,1,224,464
2026-07-10T12:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1200.020.nc,1894872,1,224,464
2026-07-10T13:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1300.020.nc,1944104,1,224,464
2026-07-10T14:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1400.020.nc,1936843,1,224,464
2026-07-10T15:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1500.020.nc,1932632,1,224,464
2026-07-10T16:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1600.020.nc,1924420,1,224,464
2026-07-10T17:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1700.020.nc,1935316,1,224,464
2026-07-10T18:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1800.020.nc,1943776,1,224,464
2026-07-10T19:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.1900.020.nc,1955830,1,224,464
2026-07-10T20:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/191/NLDAS_FORA0125_H.A20260710.2000.020.nc,1961341,1,224,464
