lake,date,air_temp_c,specific_humidity,surface_pressure_pa,wind_speed_ms,shortwave_wm2,longwave_wm2,cape_jkg,precip_kg_m2,hours
Atsion Lake,2016-07-12,23.63124872843427,0.01247172934624056,101784.7802734375,2.266926211214878,331.6602625846863,352.6949882507324,4.37066677523156,0.0,24
Atsion Lake,2016-07-13,24.242086029052757,0.015241421099441746,101657.46061197917,3.8063724696516057,193.72459451357523,406.5074882507324,143.40267242987952,0.47439997777109966,24
Atsion Lake,2016-09-21,23.725414530436222,0.014293958471777538,101888.3154296875,2.5177909223138486,208.98925956090292,376.9987386067708,94.67733783274889,0.0,24
Atsion Lake,2016-09-22,21.995835876464866,0.011877666809596121,101880.15071614583,3.4248791620319268,220.83871746063232,343.18374252319336,0.0,0.0,24
Atsion Lake,2016-09-23,22.022500610351585,0.01210987102240324,101572.705078125,2.1647686824162515,220.89576331774393,348.3133265177409,29.9920015335083,0.0,24
Atsion Lake,2016-09-24,20.10708389282229,0.012324546036931375,101591.75358072917,3.5963844792009336,103.46296342213948,379.153325398763,11.91466702365627,0.6939999598253053,24
Atsion Lake,2016-09-25,17.113753255208355,0.007537641775949548,102003.09440104167,2.9654095131145035,221.7588835954666,329.5249900817871,6.840000308739643,0.0023999998811632395,24
Atsion Lake,2016-09-26,17.092501576741558,0.007127554252898942,101979.34147135417,3.5976722585811705,180.61309186617532,332.32915623982746,0.0,0.0,24
Atsion Lake,2016-09-27,21.062917327880882,0.012438562621052066,101287.07454427083,4.9834279276515145,165.09313535690308,389.0233217875163,3.7400001529604197,3.083599914534716,24
Atsion Lake,2017-04-20,15.109998321533226,0.008661566845451793,101865.83854166667,3.481291970355915,215.45684734980264,357.3904088338216,1.240000069141388,0.0,24
Atsion Lake,2017-04-21,16.06541722615562,0.009673437608095506,101199.75846354167,3.272073889015033,228.10913244883218,357.41832605997723,54.04933568338553,2.1719998984772246,24
Atsion Lake,2017-04-22,13.44833653767906,0.008823587636773786,101165.94563802083,2.994734162195567,57.06725231806437,362.68957392374676,0.3360000181322296,4.498799927270738,24
Atsion Lake,2017-04-23,11.15042902628583,0.006199808422631274,101655.74381510417,4.053204325634215,277.8677209218343,296.0395800272624,0.5440000295639038,0.420999986861716,24
Atsion Lake,2017-04-24,9.784583028157575,0.0063875542643169565,101845.9384765625,4.610610735863097,79.75129588445027,320.4466603597005,0.0,0.053599998354911804,24
Atsion Lake,2017-04-25,11.842081960042341,0.007946508470922709,101284.98828125,8.909531154345569,113.91187953948975,363.13540776570636,4.954666882753372,19.19959931448102,24
Atsion Lake,2017-04-26,15.37582677205406,0.009808712677719692,100549.51041666667,3.006128677356164,158.90467341740927,377.76958084106445,4.600000224386652,9.255199797451496,24
Atsion Lake,2017-05-24,15.267085011800154,0.009471845929510891,100646.25227864583,5.040685891471926,166.0595089395841,367.7524871826172,0.0,3.489799916744232,24
Atsion Lake,2017-05-25,16.148754374186222,0.010596491862088442,100206.63411458333,5.155286742119296,190.61604940891266,378.3108215332031,152.33067409197488,16.104399577714503,24
Atsion Lake,2017-05-26,18.702910359700542,0.010926420994413396,100120.18424479167,5.776809499289647,276.9678863286972,361.4399871826172,118.57867169380188,12.352199532761006,24
Atsion Lake,2017-05-27,18.765414174397808,0.010372208508973321,100982.22005208333,3.823761940963108,224.4365903933843,368.71583048502606,4.805333544810613,0.10999999567866325,24
Atsion Lake,2017-05-28,18.533330535888695,0.011386775178834796,101130.25,3.329128402772035,186.7497994105021,375.4745737711589,0.5440000295639038,0.01119999960064888,24
Atsion Lake,2017-05-29,16.72874730428062,0.010760608439644178,101075.91178385417,4.09699237013842,164.36300693949065,384.81874084472656,3.0000001589457193,4.7279999139136635,24
Atsion Lake,2017-05-30,15.625835673014345,0.010091141914017498,101808.96809895833,4.210852741451146,135.35354761282602,361.3012466430664,3.384000197673837,1.704800014384091,24
Atsion Lake,2017-05-31,19.667915598551456,0.012200062745250762,101510.70572916667,2.9270513031657313,310.64130687713623,366.6966616312663,679.0106937885284,0.9511999785900116,24
Atsion Lake,2017-06-01,20.665415700276714,0.011233554338105023,101289.58203125,4.055008984027981,330.0976432959239,338.5604057312012,305.312016805013,0.0,24
Atsion Lake,2017-06-02,19.724585469563824,0.00896320006965349,101337.1865234375,2.9235007340025856,323.992059191068,328.34249750773114,125.30934033791225,0.0,24
Atsion Lake,2017-06-03,17.82416687011721,0.007986300120440623,101416.78743489583,3.90218996345447,306.7055953343709,317.84166463216144,70.98667011223733,0.0,24
Atsion Lake,2017-06-04,18.095413462320987,0.009448745947641632,101398.12825520833,2.8666802802965683,239.90038665135702,328.6229070027669,52.97333533565203,0.0,24
Atsion Lake,2017-06-05,21.612922922770206,0.013812362604464093,100624.72395833333,3.2612246560905405,230.3879272143046,376.8854103088379,672.8560301462809,5.785199820995331,24
Atsion Lake,2017-06-06,18.331248219807964,0.011859995972675582,100534.841796875,3.3471007318700376,219.36005198955536,369.9537467956543,81.0293373465538,6.005599781870842,24
Atsion Lake,2017-06-07,14.048332468668642,0.008404000118995706,101242.25651041667,4.181882070923738,225.97238783041635,341.2574920654297,6.658667027950287,0.6103999670594931,24
Atsion Lake,2017-06-08,15.470000203450544,0.008611150085926056,101370.9833984375,2.8744127152295604,316.23534870147705,306.6729100545247,0.0,0.0,24
Atsion Lake,2017-06-09,17.392502085367862,0.00914343351420636,100844.0615234375,3.2668008161691553,333.8754731814067,314.7958297729492,104.18133799235027,0.0,24
Atsion Lake,2017-06-10,21.306659952799503,0.010766587646988532,101369.97395833333,4.084901524976639,321.2270555496216,346.1466585795085,101.67467179894447,0.0,24
Atsion Lake,2017-06-11,24.057914988199894,0.013961800296480456,101716.66178385417,4.504386882480173,332.89343333244324,363.52790959676105,320.3253484964371,0.0,24
